,COMBUSTÍVEL,ANO,REGIÃO,ESTADO,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,TOTAL
32,ÓLEO DIESEL S-500 (m3),2013,REGIÃO NORTE,AMAPÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,ÓLEO DIESEL S-500 (m3),2013,REGIÃO NORTE,TOCANTINS,2330.5,31068.05,32018.1,30203.9,32405.7,31309.4,29510.4,200489.55,2479.0,2174.0,2616.0,2150.5,2224.0
34,ÓLEO DIESEL S-500 (m3),2013,REGIÃO NORDESTE,MARANHÃO,69684.071,68920.51,85844.468,91064.126,86436.605,90642.798,87816.255,85874.57,961450.6610000001,80086.96,68740.404,75757.592,70582.302
35,ÓLEO DIESEL S-500 (m3),2013,REGIÃO NORDESTE,PIAUÍ,39924.95,40403.0,38153.5,38534.5,39142.9,36575.001,39425.0,37907.5,36355.0,463910.651,43519.1,34628.45,39341.75
36,ÓLEO DIESEL S-500 (m3),2013,REGIÃO NORDESTE,CEARÁ,2053.5,2063.0,2021.0,1897.0,28519.0,31291.35,27905.571,32719.5,30608.5,29015.0,192802.421,2553.0,2156.0
37,ÓLEO DIESEL S-500 (m3),2013,REGIÃO NORDESTE,RIO GRANDE DO NORTE,1022.55,923.0,1037.0,812.0,746.0,856.5,976.5,823.0,851.0,827.0,837.5,19467.15,9755.1
38,ÓLEO DIESEL S-500 (m3),2013,REGIÃO NORDESTE,PARAÍBA,38591.16,34810.35,35338.492,36670.84,35008.385,32459.287,34002.44,34259.72,34190.45,37663.64,36397.73,34519.285,423911.779
39,ÓLEO DIESEL S-500 (m3),2013,REGIÃO NORDESTE,PERNAMBUCO,749045.37,65552.1,57662.151,60474.62,66118.111,65939.199,54190.45,57959.5,59777.25,61901.7,68962.723,68270.065,62237.501
40,ÓLEO DIESEL S-500 (m3),2013,REGIÃO NORDESTE,ALAGOAS,32434.0,342181.24399999995,37199.0,32000.185,29449.0,26197.0,24103.5,21974.0,23372.5,24623.0,25291.0,31949.089,33588.97
41,ÓLEO DIESEL S-500 (m3),2013,REGIÃO NORDESTE,SERGIPE,23705.3,24847.1,285246.3,25872.1,22924.0,24378.1,25354.8,25169.9,21132.5,21781.1,23300.8,22426.5,24354.1
42,ÓLEO DIESEL S-500 (m3),2013,REGIÃO NORDESTE,BAHIA,240737.51,222538.336,203730.652,2276074.103,145162.504,146585.672,156863.11,163165.95,157747.43,136656.006,240402.282,239669.856,222814.795
43,ÓLEO DIESEL S-500 (m3),2013,REGIÃO SUDESTE,MINAS GERAIS,220656.52,230895.25,213177.548,189386.818,2400309.0390000003,179420.37,165838.486,184122.709,189650.2,191473.411,179753.914,221816.946,234116.867
44,ÓLEO DIESEL S-500 (m3),2013,REGIÃO SUDESTE,ESPÍRITO SANTO,88926.941,83340.142,88666.784,80290.274,68018.866,986413.989,84710.896,75339.847,80869.151,82877.458,87579.601,80381.005,85413.024
45,ÓLEO DIESEL S-500 (m3),2013,REGIÃO SUDESTE,RIO DE JANEIRO,82454.598,88393.524,79460.928,83121.974,76102.229,72483.049,993335.4310000001,88177.097,77421.978,87962.21,88658.393,87335.139,81764.312
46,ÓLEO DIESEL S-500 (m3),2013,REGIÃO SUDESTE,SÃO PAULO,628861.003,669362.956,732605.439,650259.106,695819.145,633832.062,541088.441,7690273.917999999,594835.551,565228.508,625831.24,674583.774,677966.693
47,ÓLEO DIESEL S-500 (m3),2013,REGIÃO SUL,PARANÁ,341786.96,316169.978,381434.174,407355.384,359905.7,389814.616,352291.012,292196.003,4209457.323000001,332135.66,327480.972,351090.878,357795.986
48,ÓLEO DIESEL S-500 (m3),2013,REGIÃO SUL,SANTA CATARINA,108014.698,107605.719,98701.298,107368.074,113408.784,102883.019,113209.097,104760.211,86718.073,1225599.737,96765.766,90190.305,95974.693
49,ÓLEO DIESEL S-500 (m3),2013,REGIÃO SUL,RIO GRANDE DO SUL,92444.418,98326.308,89934.905,83742.748,91340.459,93165.71,87014.92,99658.27,93550.715,83739.302,1084372.799,90075.264,81379.78
50,ÓLEO DIESEL S-500 (m3),2013,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,5890.73,4099.54,2963.5,3030.57,2955.05,5971.37,6572.12,4899.57,5835.07,4360.48,3342.67,54577.90999999999,4657.24
51,ÓLEO DIESEL S-500 (m3),2013,REGIÃO CENTRO-OESTE,MATO GROSSO,981.225,1239.01,989.704,974.374,533.634,382.39,1266.409,1815.131,2172.611,3370.617,2818.7,2344.773,18888.578
52,ÓLEO DIESEL S-500 (m3),2013,REGIÃO CENTRO-OESTE,GOIÁS,28780.9,725.0,350.0,661.0,521.0,675.0,669.0,2622.0,5248.9,5587.7,4935.6,3905.4,2880.3
53,ÓLEO DIESEL S-500 (m3),2013,REGIÃO CENTRO-OESTE,DISTRITO FEDERAL,0.0,45.0,15.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,20.0,0.0
54,ÓLEO DIESEL S-1800 (m3),2013,REGIÃO NORTE,RONDÔNIA,57128.718,51712.357,675015.8740000001,52522.464,47880.411,54380.456,55859.538,58548.215,57316.03,60831.787,62459.226,54570.629,61806.043
55,ÓLEO DIESEL S-1800 (m3),2013,REGIÃO NORTE,ACRE,14139.166,12430.431,11134.0,145268.893,10143.361,11170.935,9642.0,11302.5,12034.0,12136.0,13515.5,14032.0,13589.0
56,ÓLEO DIESEL S-1800 (m3),2013,REGIÃO NORTE,AMAZONAS,97615.793,106329.478,84727.839,90608.085,1165923.612,93448.995,88319.854,93966.685,100811.432,99655.81,98451.242,106334.216,105654.183
57,ÓLEO DIESEL S-1800 (m3),2013,REGIÃO NORTE,RORAIMA,5462.8,6778.6,8959.2,8281.2,8260.6,87909.2,7943.6,7176.4,8582.4,9354.6,5977.2,5592.6,5540.0
58,ÓLEO DIESEL S-1800 (m3),2013,REGIÃO NORTE,PARÁ,138496.156,137975.104,138045.44,152303.698,143421.638,131977.261,1570286.9789999998,120707.549,110801.716,118150.267,122332.626,124074.282,132001.242
59,ÓLEO DIESEL S-1800 (m3),2013,REGIÃO NORTE,AMAPÁ,36902.285,37319.415,42685.101,40910.267,48949.993,51272.454,45658.66,475954.67300000007,36186.304,32264.727,34540.526,34333.214,34931.727
60,ÓLEO DIESEL S-1800 (m3),2013,REGIÃO NORTE,TOCANTINS,58116.55,55001.998,30244.55,31922.35,30799.95,32552.1,31881.6,25902.687,514198.58499999996,50208.4,49155.45,58429.3,59983.65
61,ÓLEO DIESEL S-1800 (m3),2013,REGIÃO NORDESTE,MARANHÃO,12291.8,12043.0,12138.0,60.0,15.0,0.0,0.0,0.0,0.0,70998.4,11817.0,10551.0,12082.6
62,ÓLEO DIESEL S-1800 (m3),2013,REGIÃO NORDESTE,PIAUÍ,10.0,0.0,0.0,10.0,57.0,0.0,10.0,0.0,108.0,34.0,262.0,0.0,33.0
63,ÓLEO DIESEL S-1800 (m3),2013,REGIÃO NORDESTE,CEARÁ,34480.0,36759.0,37184.0,42111.0,41693.5,9339.0,8986.0,9023.0,10346.5,10669.299,10554.0,294653.829,43508.53
64,ÓLEO DIESEL S-1800 (m3),2013,REGIÃO NORDESTE,RIO GRANDE DO NORTE,48146.9,44505.9,43490.681,46602.033,44419.0,34257.65,35098.058,36327.5,35688.424,38883.73,37482.0,38507.0,483408.876
65,ÓLEO DIESEL S-1800 (m3),2013,REGIÃO NORDESTE,PARAÍBA,61.0,5.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,25.0
66,ÓLEO DIESEL S-1800 (m3),2013,REGIÃO NORDESTE,PERNAMBUCO,267.0,1672.5,17.5,15.0,74.0,30.0,280.5,233.0,57.0,35.0,86.0,380.5,197.0
67,ÓLEO DIESEL S-1800 (m3),2013,REGIÃO NORDESTE,ALAGOAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,ÓLEO DIESEL S-1800 (m3),2013,REGIÃO NORDESTE,SERGIPE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,ÓLEO DIESEL S-1800 (m3),2013,REGIÃO NORDESTE,BAHIA,0.0,30.0,113.5,32.0,556996.338,81868.25,99993.24,88680.5,90428.0,100092.398,93111.25,2644.2,3.0
70,ÓLEO DIESEL S-1800 (m3),2013,REGIÃO SUDESTE,MINAS GERAIS,366934.587,340821.824,365861.815,332609.284,269735.938,4065396.087,306702.14,302930.209,339691.543,358587.308,367267.993,362135.491,352117.955
71,ÓLEO DIESEL S-1800 (m3),2013,REGIÃO SUDESTE,ESPÍRITO SANTO,380.45,385.0,439.0,437.2,335.0,313.0,4988.105,491.0,412.0,435.255,401.0,505.0,454.2
72,ÓLEO DIESEL S-1800 (m3),2013,REGIÃO SUDESTE,RIO DE JANEIRO,52102.783,55173.853,60744.132,55684.496,59242.192,54567.561,51753.704,650670.451,51079.286,45215.394,53503.103,54838.887,56765.06
73,ÓLEO DIESEL S-1800 (m3),2013,REGIÃO SUDESTE,SÃO PAULO,243383.286,225957.688,252609.3,269849.972,238389.582,247533.601,221542.728,166342.111,2571963.491,155672.397,155739.098,176480.331,218463.397
74,ÓLEO DIESEL S-1800 (m3),2013,REGIÃO SUL,PARANÁ,14536.469,6385.429,5102.1,6105.91,5983.5,5177.19,6030.7,6006.2,4591.6,105347.46800000001,15511.9,13697.02,16219.45
75,ÓLEO DIESEL S-1800 (m3),2013,REGIÃO SUL,SANTA CATARINA,74259.53,77533.197,63212.027,58397.379,64371.033,58968.2,60076.41,65169.67,63384.948,56960.332,775190.5490000001,70003.703,62854.12
76,ÓLEO DIESEL S-1800 (m3),2013,REGIÃO SUL,RIO GRANDE DO SUL,129263.354,175462.124,225364.134,160593.818,150950.633,155872.554,169451.792,157565.61,184139.041,183614.219,141112.68,1978805.9589999998,145416.0
77,ÓLEO DIESEL S-1800 (m3),2013,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,84477.19,87079.701,85387.11,88475.122,92675.46,82662.756,108033.75,111581.17,98243.662,103098.063,95601.968,73148.76,1110464.712
78,ÓLEO DIESEL S-1800 (m3),2013,REGIÃO CENTRO-OESTE,MATO GROSSO,2381033.9949999996,184968.651,214002.295,210521.598,179869.24,181582.21,200271.064,223852.383,218353.969,200372.669,228686.185,194002.03,144551.701
79,ÓLEO DIESEL S-1800 (m3),2013,REGIÃO CENTRO-OESTE,GOIÁS,149833.82,2611067.892,213563.84,224269.942,235808.38,230385.889,236885.515,237234.696,233672.002,219499.031,206983.637,227822.31,195108.83
80,ÓLEO DIESEL S-1800 (m3),2013,REGIÃO CENTRO-OESTE,DISTRITO FEDERAL,29075.876,25899.502,362968.54299999995,28358.4,27264.8,30302.2,31789.8,32129.543,29481.151,31840.307,33212.364,30700.3,32914.3
81,ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO NORTE,RONDÔNIA,2027.049,1440.115,1234.4,18708.548000000003,2008.139,1294.389,994.644,1396.849,1607.085,1723.07,1443.963,1744.724,1794.121
82,ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO NORTE,ACRE,25.0,109.0,40.0,119.73,801.73,32.0,75.0,120.0,155.0,60.0,30.0,25.0,11.0
83,ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO NORTE,AMAZONAS,8964.348,9607.29,9777.444,9709.044,8990.438,114417.675,9296.655,9958.27,10495.657,9447.882,8589.529,8971.578,10609.54
84,ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO NORTE,RORAIMA,70.0,0.0,0.0,0.0,20.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0
85,ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO NORTE,PARÁ,7856.0,10082.7,8960.59,7546.4,8032.5,7771.0,6634.7,106389.05799999999,9490.658,10069.2,10130.3,9856.9,9958.11
86,ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO NORTE,AMAPÁ,100.0,8.0,40.0,0.0,0.0,60.0,0.0,10.0,608.0,10.0,50.0,325.0,5.0
87,ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO NORTE,TOCANTINS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO NORDESTE,MARANHÃO,797.0,575.0,805.0,492.0,1072.0,717.0,648.0,1027.0,768.0,1018.0,9421.0,777.0,725.0
89,ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO NORDESTE,PIAUÍ,130.0,165.0,125.0,275.0,155.0,240.0,180.0,135.0,210.0,135.0,145.0,2000.0,105.0
90,ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO NORDESTE,CEARÁ,400.0,275.331,360.0,480.0,720.0,765.0,488.574,663.0,491.872,960.0,540.0,605.0,6748.777000000001
91,ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO NORDESTE,RIO GRANDE DO NORTE,9349.0,605.0,1136.0,1035.0,575.0,826.0,905.0,819.0,640.0,655.0,815.0,781.0,557.0
92,ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO NORDESTE,PARAÍBA,141.0,256.0,10.0,20.0,0.0,15.0,25.0,0.0,15.0,0.0,25.0,0.0,5.0
93,ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO NORDESTE,PERNAMBUCO,1068.0,622.5,7184.5,290.0,553.0,643.0,551.0,378.0,361.5,795.5,700.0,473.0,749.0
94,ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO NORDESTE,ALAGOAS,83.0,138.5,0.0,564.5,50.0,0.0,20.0,0.0,20.0,25.0,50.0,108.0,70.0
95,ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO NORDESTE,SERGIPE,284.0,248.0,244.0,177.0,2622.0,239.0,221.0,238.0,155.0,210.0,180.0,215.0,211.0
96,ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO NORDESTE,BAHIA,2197.058,1465.798,1416.245,1173.0,1472.137,18077.11,983.0,1104.813,955.0,1427.395,1949.535,1782.295,2150.834
97,ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO SUDESTE,MINAS GERAIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO SUDESTE,ESPÍRITO SANTO,4046.941,3704.527,3156.123,5431.737,4256.708,4348.759,3048.826,44181.36,2787.699,3390.344,2934.813,3748.059,3326.824
99,ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO SUDESTE,RIO DE JANEIRO,28093.381,24373.907,26529.315,27339.64,25722.12,28271.4,29116.05,29328.128,323416.56200000003,26139.873,24142.92,29052.951,25306.877
100,ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO SUDESTE,SÃO PAULO,2842.04,2893.92,2561.04,3028.576,2828.686,2680.0,3134.041,2868.461,2862.068,34155.356,3185.229,2849.472,2421.823
101,ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO SUL,PARANÁ,603.9,249.5,438.382,704.419,437.5,328.72,373.5,372.5,440.5,446.5,5758.393,666.38,696.592
102,ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO SUL,SANTA CATARINA,4834.0,4633.0,4787.0,5955.5,5714.6,5965.0,4729.5,5289.539,6027.75,4882.75,5599.985,62521.934,4103.31
103,ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO SUL,RIO GRANDE DO SUL,1818.0,1878.0,1885.332,2411.0,2549.0,3075.162,2283.0,2334.0,1911.0,2971.0,2393.0,2153.0,27661.494
104,ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,810.0,90.0,0.0,90.0,180.0,90.0,90.0,90.0,0.0,0.0,90.0,90.0,0.0
105,ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO CENTRO-OESTE,MATO GROSSO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO CENTRO-OESTE,GOIÁS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO CENTRO-OESTE,DISTRITO FEDERAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO NORTE,RONDÔNIA,10.0,10.0,20.0,10.0,833.0,115.0,115.0,344.0,199.0,0.0,0.0,0.0,10.0
109,ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO NORTE,ACRE,0.0,0.0,0.0,0.0,0.0,91.0,8.0,8.0,58.0,17.0,0.0,0.0,0.0
110,ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO NORTE,AMAZONAS,0.0,0.0,0.0,0.0,0.0,0.0,920.0,160.0,195.0,265.0,300.0,0.0,0.0
111,ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO NORTE,RORAIMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,10.0,45.0,30.0,0.0
112,ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO NORTE,PARÁ,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
113,ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO NORTE,AMAPÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO NORTE,TOCANTINS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO NORDESTE,MARANHÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO NORDESTE,PIAUÍ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO NORDESTE,CEARÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO NORDESTE,RIO GRANDE DO NORTE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO NORDESTE,PARAÍBA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO NORDESTE,PERNAMBUCO,0.0,0.0,382.5,789.5,0.0,51.5,105.5,0.0,0.0,0.0,97.0,68.0,85.0
121,ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO NORDESTE,ALAGOAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO NORDESTE,SERGIPE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO NORDESTE,BAHIA,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
124,ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO SUDESTE,MINAS GERAIS,2.491,4.855,4.557,9.003,4.812,3.297,2.616,51.97,4.08,0.0,4.537,7.568,4.154
125,ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO SUDESTE,ESPÍRITO SANTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO SUDESTE,RIO DE JANEIRO,893.606,987.241,689.469,906.755,779.068,898.232,900.999,1045.49,1757.386,12814.675,1448.531,1306.929,1200.969
127,ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO SUDESTE,SÃO PAULO,1691.852,855.87,790.592,665.602,770.898,996.011,1071.361,949.378,1060.169,1494.156,14290.288,2068.399,1876.0
