,COMBUSTÍVEL,ANO,REGIÃO,ESTADO,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,TOTAL
128,ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO SUL,PARANÁ,89.777,95.884,75.017,60.053,76.127,40.208,85.0,82.138,70.0,69.694,80.562,899.567,75.107
129,ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO SUL,SANTA CATARINA,20.0,30.0,50.0,55.0,45.0,40.0,50.0,50.0,45.0,55.0,55.0,50.0,545.0
130,ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO SUL,RIO GRANDE DO SUL,3933.312,893.891,670.297,594.99,186.948,0.0,186.762,0.0,0.0,0.0,0.0,562.246,838.178
131,ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,30.0,285.0,25.0,15.0,20.0,20.0,30.0,20.0,25.0,25.0,25.0,25.0,25.0
132,ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO CENTRO-OESTE,MATO GROSSO,0.0,0.0,771.0,164.0,242.0,173.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0
133,ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO CENTRO-OESTE,GOIÁS,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
134,ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO CENTRO-OESTE,DISTRITO FEDERAL,0.0,0.0,0.0,0.0,0.44200000000000006,0.082,0.0,0.0,0.0,0.08,0.28,0.0,0.0
135,ÓLEO DIESEL S-10 (m3),2014,REGIÃO NORTE,RONDÔNIA,12517.9,12920.5,14113.5,13749.0,12244.2,135210.721,9195.1,9130.0,8219.0,9159.1,11092.205,10424.3,12445.916
136,ÓLEO DIESEL S-10 (m3),2014,REGIÃO NORTE,ACRE,2253.0,2562.0,2999.0,3058.0,2484.0,2659.0,24374.0,1243.0,1197.0,783.0,1514.0,1656.0,1966.0
137,ÓLEO DIESEL S-10 (m3),2014,REGIÃO NORTE,AMAZONAS,7952.262,9764.477,10147.418,12130.035,10867.089,9962.152,9333.477,106819.42700000001,6894.3,6844.707,6960.169,7512.357,8450.984
138,ÓLEO DIESEL S-10 (m3),2014,REGIÃO NORTE,RORAIMA,1856.6,1565.5,1692.4,1731.9,2197.6,2174.9,2009.4,2286.1,22442.4,1656.9,1718.3,1709.0,1843.8
139,ÓLEO DIESEL S-10 (m3),2014,REGIÃO NORTE,PARÁ,46813.45,52696.1,52015.016,59292.304,60958.584,64160.331,69610.766,63099.509,64079.349,661682.179,43697.8,42107.2,43151.77
140,ÓLEO DIESEL S-10 (m3),2014,REGIÃO NORTE,AMAPÁ,891.0,776.0,849.0,815.5,1070.5,1581.1,1489.3,1403.0,1287.5,1328.239,13195.639,829.5,875.0
141,ÓLEO DIESEL S-10 (m3),2014,REGIÃO NORTE,TOCANTINS,15295.6,16445.173,17448.0,18787.901,18402.37,20880.83,20937.06,21379.85,23252.2,20929.4,20819.9,228655.284,14077.0
142,ÓLEO DIESEL S-10 (m3),2014,REGIÃO NORDESTE,MARANHÃO,20226.5,19425.0,21061.0,21245.0,23198.0,22934.5,27471.657,29764.5,31791.0,33308.0,30534.4,31543.7,312503.25700000004
143,ÓLEO DIESEL S-10 (m3),2014,REGIÃO NORDESTE,PIAUÍ,167251.68,10046.25,9919.75,10885.95,12046.75,13218.95,12930.6,15066.6,15712.75,16911.75,17766.15,16239.5,16506.68
144,ÓLEO DIESEL S-10 (m3),2014,REGIÃO NORDESTE,CEARÁ,61558.161,676410.3650000001,53997.044,50428.091,49016.627,51747.934,53240.316,51998.448,57609.226,58675.144,62464.315,66457.566,59217.493
145,ÓLEO DIESEL S-10 (m3),2014,REGIÃO NORDESTE,RIO GRANDE DO NORTE,8367.0,9017.5,89944.034,6507.0,6173.5,6145.0,7038.0,7064.193,6869.5,7649.841,7848.5,8463.0,8801.0
146,ÓLEO DIESEL S-10 (m3),2014,REGIÃO NORDESTE,PARAÍBA,13239.87,12089.97,12669.17,124109.16999999998,7666.47,7723.98,8172.48,8997.42,9934.96,9549.45,10709.46,11226.96,12128.98
147,ÓLEO DIESEL S-10 (m3),2014,REGIÃO NORDESTE,PERNAMBUCO,68334.0,72944.049,67348.08,70966.903,791194.5669999999,68645.0,61359.8,61574.65,66169.25,63892.68,58478.293,65049.062,66432.8
148,ÓLEO DIESEL S-10 (m3),2014,REGIÃO NORDESTE,ALAGOAS,9001.5,10348.0,11797.0,11566.5,12548.12,108470.87899999999,6908.0,6831.5,7604.0,7742.859,8099.0,7490.4,8534.0
149,ÓLEO DIESEL S-10 (m3),2014,REGIÃO NORDESTE,SERGIPE,10641.5,11153.7,12234.056,12564.8,11966.8,12696.4,133853.972,10729.8,10078.5,10278.0,10363.0,11153.0,9994.416
150,ÓLEO DIESEL S-10 (m3),2014,REGIÃO NORDESTE,BAHIA,62844.116,70893.028,72513.106,75148.359,80079.263,74243.268,75169.591,818202.789,56238.05,55347.6,60466.3,65950.013,69310.095
151,ÓLEO DIESEL S-10 (m3),2014,REGIÃO SUDESTE,MINAS GERAIS,122718.383,116143.103,129344.715,134265.341,139545.108,149376.864,128120.347,129709.814,1467118.1340000003,99076.808,102145.477,104820.812,111851.362
152,ÓLEO DIESEL S-10 (m3),2014,REGIÃO SUDESTE,ESPÍRITO SANTO,19840.35,20863.225,19643.0,21622.036,23353.704,24804.616,26202.514,23291.8,25312.0,259002.99599999998,17838.9,17943.851,18287.0
153,ÓLEO DIESEL S-10 (m3),2014,REGIÃO SUDESTE,RIO DE JANEIRO,96899.815,101230.6,105743.295,99933.3,108061.646,110156.577,116035.638,121722.352,110785.862,119203.915,1292906.429,100281.509,102851.92
154,ÓLEO DIESEL S-10 (m3),2014,REGIÃO SUDESTE,SÃO PAULO,266790.807,279118.374,294426.122,316067.856,293244.711,320345.244,334986.084,341465.637,368388.891,312587.419,313837.963,3696807.3629999994,255548.255
155,ÓLEO DIESEL S-10 (m3),2014,REGIÃO SUL,PARANÁ,77543.666,82062.604,85808.752,84151.136,91024.888,82766.209,94396.808,96605.986,95828.758,107907.857,92573.153,93072.374,1083742.191
156,ÓLEO DIESEL S-10 (m3),2014,REGIÃO SUL,SANTA CATARINA,612054.306,46237.893,44854.576,48073.067,48663.831,49802.469,45850.894,52514.75,53367.325,54887.23,59626.774,54052.507,54122.99
157,ÓLEO DIESEL S-10 (m3),2014,REGIÃO SUL,RIO GRANDE DO SUL,60585.175,663218.974,47081.29,44797.19,53373.679,54668.567,55481.04,50441.878,57076.91,57790.8,59252.225,64379.73,58290.49
158,ÓLEO DIESEL S-10 (m3),2014,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,28238.2,26736.62,320410.428,19942.8,23761.22,22210.4,22115.4,24341.17,25355.1,27745.85,33220.404,31634.3,35108.964
159,ÓLEO DIESEL S-10 (m3),2014,REGIÃO CENTRO-OESTE,MATO GROSSO,40309.371,33678.64,32160.648,421624.40699999995,30609.441,34602.562,35620.3,32309.53,35569.306,32617.779,37794.498,37890.227,38462.105
160,ÓLEO DIESEL S-10 (m3),2014,REGIÃO CENTRO-OESTE,GOIÁS,50630.481,54517.93,45539.37,41552.01,522873.6670000001,34361.08,36271.995,36377.67,38556.989,43958.542,43241.47,48239.24,49626.89
161,ÓLEO DIESEL S-10 (m3),2014,REGIÃO CENTRO-OESTE,DISTRITO FEDERAL,15254.853,16300.35,17168.617,15078.25,15680.5,167550.267,9720.1,11202.65,12387.843,13310.35,14152.404,12839.45,14454.9
162,ÓLEO DIESEL S-500 (m3),2014,REGIÃO NORTE,RONDÔNIA,59527.8,58552.85,55670.254,60034.95,56967.6,49819.1,658788.759,45043.658,43051.3,68064.397,54055.3,51634.55,56367.0
163,ÓLEO DIESEL S-500 (m3),2014,REGIÃO NORTE,ACRE,11907.08,13572.0,12239.0,13692.5,13747.0,11138.0,12824.156,140304.307,10740.5,9458.07,9580.0,10285.001,11121.0
164,ÓLEO DIESEL S-500 (m3),2014,REGIÃO NORTE,AMAZONAS,23598.5,20587.556,23974.372,23712.915,29621.11,24447.791,21057.232,28594.72,285720.468,23550.088,22894.45,21775.261,21906.473
165,ÓLEO DIESEL S-500 (m3),2014,REGIÃO NORTE,RORAIMA,8780.2,9571.6,6076.2,6578.8,5854.0,9883.2,7604.4,5758.8,8446.6,96088.0,8571.6,9296.0,9666.6
166,ÓLEO DIESEL S-500 (m3),2014,REGIÃO NORTE,PARÁ,109966.713,115537.425,119361.443,122635.776,128014.453,127226.341,128316.838,141453.916,123966.353,123057.237,1462730.5679999997,118641.021,104553.052
167,ÓLEO DIESEL S-500 (m3),2014,REGIÃO NORTE,AMAPÁ,32269.1,30809.06,33617.86,32543.529,32147.416,35968.095,38176.166,40564.532,44882.623,46879.829,46744.021,456791.4050000001,42189.174
168,ÓLEO DIESEL S-500 (m3),2014,REGIÃO NORTE,TOCANTINS,49772.45,51653.9,54291.6,55535.05,57027.31,53906.56,59858.723,58643.05,61095.0,65350.85,57290.25,54879.8,679304.5430000001
169,ÓLEO DIESEL S-500 (m3),2014,REGIÃO NORDESTE,MARANHÃO,968961.4189999999,81044.385,71320.753,76635.922,75910.659,76919.502,75512.551,81728.781,87741.818,84959.5,90778.862,83218.185,83190.501
170,ÓLEO DIESEL S-500 (m3),2014,REGIÃO NORDESTE,PIAUÍ,36010.8,424930.88,34613.0,32206.73,32553.2,36385.0,36066.5,33122.0,36684.5,37150.82,37644.5,37259.5,35234.33
171,ÓLEO DIESEL S-500 (m3),2014,REGIÃO NORDESTE,CEARÁ,42096.5,40091.0,479574.821,40783.494,40824.38,33944.0,35512.65,36944.358,34316.0,40315.079,44300.0,44847.5,45599.86
172,ÓLEO DIESEL S-500 (m3),2014,REGIÃO NORDESTE,RIO GRANDE DO NORTE,54424.05,51575.747,53588.95,532785.3409999999,47352.5,37185.04,33241.729,38936.0,40110.695,37398.852,40916.778,47865.0,50190.0
173,ÓLEO DIESEL S-500 (m3),2014,REGIÃO NORDESTE,PARAÍBA,32443.66,33643.931,30177.98,31295.23,378060.6539999999,34362.75,32043.553,30768.28,30904.15,31309.18,27794.63,31274.72,32042.59
174,ÓLEO DIESEL S-500 (m3),2014,REGIÃO NORDESTE,PERNAMBUCO,88770.5,101406.756,103183.95,95519.05,98044.55,965558.7320000001,82206.7,60846.008,59480.9,65542.255,79636.65,59369.663,71551.75
175,ÓLEO DIESEL S-500 (m3),2014,REGIÃO NORDESTE,ALAGOAS,21169.4,21063.5,23635.877,27002.0,27554.0,28836.5,310539.494,34689.944,30713.997,29052.0,25770.0,22017.776,19034.5
176,ÓLEO DIESEL S-500 (m3),2014,REGIÃO NORDESTE,SERGIPE,18352.5,18597.5,18973.7,20214.0,20923.1,19577.966,20252.7,246847.66600000003,23280.2,21561.5,21649.5,20812.5,22652.5
177,ÓLEO DIESEL S-500 (m3),2014,REGIÃO NORDESTE,BAHIA,230482.933,201115.08,217933.75,225647.41,231647.441,235578.644,201427.82,199971.162,2610650.7899999996,215483.674,200620.883,207848.116,242893.877
178,ÓLEO DIESEL S-500 (m3),2014,REGIÃO SUDESTE,MINAS GERAIS,499814.073,536520.725,488843.96,526327.01,534296.224,534525.899,559056.508,462573.766,436499.755,6039060.2129999995,481183.573,488166.313,491252.407
179,ÓLEO DIESEL S-500 (m3),2014,REGIÃO SUDESTE,ESPÍRITO SANTO,76565.994,77522.593,81698.665,74789.466,79412.833,77804.794,83082.549,82753.81,69691.689,71391.632,930275.5160000001,80348.734,75212.757
180,ÓLEO DIESEL S-500 (m3),2014,REGIÃO SUDESTE,RIO DE JANEIRO,118600.961,114729.625,113944.653,123738.878,112712.679,120718.626,120263.931,120032.78,126504.134,111857.338,113936.557,1419510.0250000001,122469.863
181,ÓLEO DIESEL S-500 (m3),2014,REGIÃO SUDESTE,SÃO PAULO,648227.785,672274.001,695882.894,739885.743,812518.635,748762.115,793256.294,823011.386,785181.11,846483.91,676481.682,619709.289,8861674.844
182,ÓLEO DIESEL S-500 (m3),2014,REGIÃO SUL,PARANÁ,4120736.249,316379.834,357737.146,352017.06,326148.3,348005.405,318052.819,370071.161,376343.985,351766.378,395315.081,319476.667,289422.413
183,ÓLEO DIESEL S-500 (m3),2014,REGIÃO SUL,SANTA CATARINA,138683.52,1887611.792,153194.747,155453.584,162555.941,163318.232,162969.657,140775.651,162892.409,162365.488,161003.395,174373.845,150025.323
184,ÓLEO DIESEL S-500 (m3),2014,REGIÃO SUL,RIO GRANDE DO SUL,249793.122,212639.131,2905722.336,211311.076,226963.724,281121.925,286507.752,248166.493,208046.23,224750.801,248999.593,231911.329,275511.16
185,ÓLEO DIESEL S-500 (m3),2014,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,108645.1,83453.2,72440.7,1075785.8329999999,78338.648,92041.2,86543.951,81434.988,84463.25,88793.55,91705.9,110807.546,97117.8
186,ÓLEO DIESEL S-500 (m3),2014,REGIÃO CENTRO-OESTE,MATO GROSSO,205202.443,217680.502,175249.775,140413.944,2272456.768,164448.542,209512.543,217562.383,160506.651,178834.742,183411.024,213110.852,206523.367
187,ÓLEO DIESEL S-500 (m3),2014,REGIÃO CENTRO-OESTE,GOIÁS,245885.068,240769.21,252162.22,210675.272,182881.72,2642568.827,171840.985,232589.86,223705.223,223802.57,229720.901,197839.954,230695.844
188,ÓLEO DIESEL S-500 (m3),2014,REGIÃO CENTRO-OESTE,DISTRITO FEDERAL,23053.277,23230.55,24575.15,24555.645,21161.65,19915.996,277117.79099999997,24269.15,23766.25,23251.1,23538.555,24850.596,20949.872
189,ÓLEO DIESEL S-1800 (m3),2014,REGIÃO NORTE,RONDÔNIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,ÓLEO DIESEL S-1800 (m3),2014,REGIÃO NORTE,ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1679.382,410.625,1268.757,0.0,0.0
191,ÓLEO DIESEL S-1800 (m3),2014,REGIÃO NORTE,AMAZONAS,64226.892,84221.713,64273.055,70003.13,52548.067,66416.07,63616.035,61644.581,64595.946,775955.553,63315.888,61028.985,60065.191
192,ÓLEO DIESEL S-1800 (m3),2014,REGIÃO NORTE,RORAIMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907.0,4943.0,3186.0,9036.0,0.0,0.0
193,ÓLEO DIESEL S-1800 (m3),2014,REGIÃO NORTE,PARÁ,5560.815,4529.952,5902.588,6935.581,6834.764,7132.936,7174.734,7356.763,7796.32,7552.346,7849.375,82002.65100000001,7376.477
194,ÓLEO DIESEL S-1800 (m3),2014,REGIÃO NORTE,AMAPÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,ÓLEO DIESEL S-1800 (m3),2014,REGIÃO NORTE,TOCANTINS,20.0,5.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,ÓLEO DIESEL S-1800 (m3),2014,REGIÃO NORDESTE,MARANHÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,ÓLEO DIESEL S-1800 (m3),2014,REGIÃO NORDESTE,PIAUÍ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,ÓLEO DIESEL S-1800 (m3),2014,REGIÃO NORDESTE,CEARÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,ÓLEO DIESEL S-1800 (m3),2014,REGIÃO NORDESTE,RIO GRANDE DO NORTE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,ÓLEO DIESEL S-1800 (m3),2014,REGIÃO NORDESTE,PARAÍBA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,ÓLEO DIESEL S-1800 (m3),2014,REGIÃO NORDESTE,PERNAMBUCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,ÓLEO DIESEL S-1800 (m3),2014,REGIÃO NORDESTE,ALAGOAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,ÓLEO DIESEL S-1800 (m3),2014,REGIÃO NORDESTE,SERGIPE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,ÓLEO DIESEL S-1800 (m3),2014,REGIÃO NORDESTE,BAHIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0
205,ÓLEO DIESEL S-1800 (m3),2014,REGIÃO SUDESTE,MINAS GERAIS,2658.18,3026.95,3231.768,2582.83,2197.62,2079.25,2413.317,2338.58,952.0,974.0,29470.093,4551.648,2463.95
206,ÓLEO DIESEL S-1800 (m3),2014,REGIÃO SUDESTE,ESPÍRITO SANTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0
207,ÓLEO DIESEL S-1800 (m3),2014,REGIÃO SUDESTE,RIO DE JANEIRO,931.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,931.017
208,ÓLEO DIESEL S-1800 (m3),2014,REGIÃO SUDESTE,SÃO PAULO,217410.257,11191.91,16015.427,19427.317,18122.382,18727.451,16827.955,19709.251,19600.108,19541.416,20626.582,19185.418,18435.04
209,ÓLEO DIESEL S-1800 (m3),2014,REGIÃO SUL,PARANÁ,0.0,260.0,50.0,0.0,15.0,50.0,0.0,90.0,45.0,10.0,0.0,0.0,0.0
210,ÓLEO DIESEL S-1800 (m3),2014,REGIÃO SUL,SANTA CATARINA,0.0,0.0,216.572,216.572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,ÓLEO DIESEL S-1800 (m3),2014,REGIÃO SUL,RIO GRANDE DO SUL,0.0,0.0,0.0,551.766,513.766,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,ÓLEO DIESEL S-1800 (m3),2014,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,0.0,120.4,371.12,183.18,5761.5109999999995,2382.441,449.44,466.16,247.31,127.04,312.88,418.94,682.6
213,ÓLEO DIESEL S-1800 (m3),2014,REGIÃO CENTRO-OESTE,MATO GROSSO,1155.24,602.02,941.78,671.94,1354.68,12599.438000000002,3036.188,1161.76,280.73,1108.02,758.9,753.31,774.87
214,ÓLEO DIESEL S-1800 (m3),2014,REGIÃO CENTRO-OESTE,GOIÁS,673.95,851.63,1491.93,1228.35,304.05,311.05,12075.109999999999,582.03,372.18,1071.11,1418.91,1562.54,2207.38
215,ÓLEO DIESEL S-1800 (m3),2014,REGIÃO CENTRO-OESTE,DISTRITO FEDERAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0
216,ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO NORTE,RONDÔNIA,842.4,947.0,995.392,1257.6,1756.0,1692.39,1721.7,1142.06,14094.771999999999,1002.813,1259.917,729.965,747.535
217,ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO NORTE,ACRE,55.0,138.0,0.0,15.0,15.0,11.0,59.0,0.0,10.0,610.5,78.5,130.0,99.0
218,ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO NORTE,AMAZONAS,10470.421,10144.915,9725.778,9828.284,11191.836,10745.325,11192.043,12226.066,10326.878,11417.899,125914.452,9182.16,9462.847
219,ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO NORTE,RORAIMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0
220,ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO NORTE,PARÁ,6713.9,8103.8,6770.0,6791.993,7717.0,6752.0,8182.0,7013.0,6617.352,7096.7,7604.93,7341.87,86704.54499999998
221,ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO NORTE,AMAPÁ,1754.0,8.0,0.0,240.0,90.0,80.0,230.0,267.0,150.0,155.0,153.0,176.0,205.0
222,ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO NORTE,TOCANTINS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO NORDESTE,MARANHÃO,119.0,626.0,7668.869,858.0,755.0,667.0,720.0,645.0,550.0,655.0,747.0,496.0,830.869
224,ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO NORDESTE,PIAUÍ,255.0,105.0,255.0,1950.0,0.0,105.0,195.0,105.0,300.0,180.0,135.0,195.0,120.0
225,ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO NORDESTE,CEARÁ,895.0,720.0,870.0,905.0,8185.0,375.0,465.0,485.0,495.0,655.0,780.0,730.0,810.0
226,ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO NORDESTE,RIO GRANDE DO NORTE,530.0,913.0,620.0,595.0,610.0,8452.5,753.0,821.5,560.0,964.0,580.0,858.0,648.0
227,ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO NORDESTE,PARAÍBA,78.0,0.0,0.0,30.0,0.0,78.0,251.0,30.0,0.0,5.0,0.0,0.0,30.0
228,ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO NORDESTE,PERNAMBUCO,627.0,346.0,492.0,366.0,352.56,559.0,432.0,5192.56,362.0,725.0,316.0,225.0,390.0
229,ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO NORDESTE,ALAGOAS,35.0,509.0,108.0,376.0,343.0,98.0,93.0,185.0,1822.0,25.0,0.0,50.0,0.0
230,ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO NORDESTE,SERGIPE,125.0,170.0,165.0,180.0,170.0,245.0,180.0,205.0,180.0,2281.0,159.0,267.0,235.0
231,ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO NORDESTE,BAHIA,1471.0,1255.0,1734.0,1648.97,1651.098,1368.0,1720.0,1661.438,1478.0,1660.0,18476.506,1403.0,1426.0
232,ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO SUDESTE,MINAS GERAIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO SUDESTE,ESPÍRITO SANTO,4592.052,3721.704,3500.39,4566.909,2978.412,4487.155,2549.115,4618.436,4283.959,4221.232,3152.729,3686.631,46358.724
234,ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO SUDESTE,RIO DE JANEIRO,331446.11299999995,29935.281,25297.819,27342.425,24617.14,30799.127,23781.411,28720.36,27251.291,28668.207,33177.624,24570.758,27284.67
235,ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO SUDESTE,SÃO PAULO,3574.0,42982.274999999994,3250.302,3299.01,2577.0,3158.7,2575.4,2570.0,2703.7,4026.98,5138.71,5085.437,5023.036
236,ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO SUL,PARANÁ,525.0,706.021,7432.767000000001,618.5,429.5,604.094,834.461,744.051,562.0,664.235,539.0,468.779,737.126
237,ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO SUL,SANTA CATARINA,5540.449,5395.186,5540.6,61498.33500000001,4594.0,5100.1,4568.1,4472.5,5665.1,4469.0,5406.0,5236.0,5511.3
238,ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO SUL,RIO GRANDE DO SUL,1640.0,2540.0,2136.0,1938.0,23905.0,2106.0,1862.0,2254.0,2479.0,1561.0,1749.0,2058.0,1582.0
239,ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,180.0,90.0,0.0,60.0,60.0,750.0,0.0,90.0,90.0,0.0,180.0,0.0,0.0
240,ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO CENTRO-OESTE,MATO GROSSO,0.0,0.0,0.0,0.0,0.0,0.0,521.477,521.477,0.0,0.0,0.0,0.0,0.0
241,ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO CENTRO-OESTE,GOIÁS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,ÓLEO DIESEL MARÍTIMO (m3),2014,REGIÃO CENTRO-OESTE,DISTRITO FEDERAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,ÓLEO DIESEL (OUTROS ) (m3),2014,REGIÃO NORTE,RONDÔNIA,136.0,35.0,20.0,40.0,30.0,0.0,15.0,20.0,0.0,346.0,20.0,10.0,20.0
244,ÓLEO DIESEL (OUTROS ) (m3),2014,REGIÃO NORTE,ACRE,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0
245,ÓLEO DIESEL (OUTROS ) (m3),2014,REGIÃO NORTE,AMAZONAS,0.0,0.0,0.0,0.0,0.0,0.0,256.0,110.0,0.0,0.0,160.0,526.0,0.0
246,ÓLEO DIESEL (OUTROS ) (m3),2014,REGIÃO NORTE,RORAIMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,8.0
247,ÓLEO DIESEL (OUTROS ) (m3),2014,REGIÃO NORTE,PARÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,ÓLEO DIESEL (OUTROS ) (m3),2014,REGIÃO NORTE,AMAPÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,ÓLEO DIESEL (OUTROS ) (m3),2014,REGIÃO NORTE,TOCANTINS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,ÓLEO DIESEL (OUTROS ) (m3),2014,REGIÃO NORDESTE,MARANHÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,ÓLEO DIESEL (OUTROS ) (m3),2014,REGIÃO NORDESTE,PIAUÍ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,ÓLEO DIESEL (OUTROS ) (m3),2014,REGIÃO NORDESTE,CEARÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,ÓLEO DIESEL (OUTROS ) (m3),2014,REGIÃO NORDESTE,RIO GRANDE DO NORTE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,ÓLEO DIESEL (OUTROS ) (m3),2014,REGIÃO NORDESTE,PARAÍBA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,ÓLEO DIESEL (OUTROS ) (m3),2014,REGIÃO NORDESTE,PERNAMBUCO,405.5,356.0,578.0,583.5,506.0,725.0,520.0,595.0,5450.0,252.0,297.5,322.5,309.0
256,ÓLEO DIESEL (OUTROS ) (m3),2014,REGIÃO NORDESTE,ALAGOAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
