,COMBUSTÍVEL,ANO,REGIÃO,ESTADO,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,TOTAL
2172,QUEROSENE DE AVIAÇÃO (m3),2017,REGIÃO NORDESTE,PERNAMBUCO,28217.557,268153.653,22089.53,17046.591,24525.938,18925.849,19419.314,18613.945,24184.106,23501.824,22464.848,24458.73,24705.421
2173,QUEROSENE DE AVIAÇÃO (m3),2017,REGIÃO NORDESTE,ALAGOAS,4639.52,5784.721,53062.742000000006,6179.691,4041.481,4123.542,3425.515,3483.923,3363.932,5278.815,4162.231,4148.478,4430.893
2174,QUEROSENE DE AVIAÇÃO (m3),2017,REGIÃO NORDESTE,SERGIPE,2699.29,2663.976,2873.32,27521.159,2976.569,2272.93,2530.459,2155.061,2475.191,2176.509,0.0,2241.687,2456.167
2175,QUEROSENE DE AVIAÇÃO (m3),2017,REGIÃO NORDESTE,BAHIA,19600.185,20620.36,19982.099,25956.956,259528.5,28463.124,21202.022,22706.541,19111.115,18950.799,18048.765,23366.112,21520.422
2176,QUEROSENE DE AVIAÇÃO (m3),2017,REGIÃO SUDESTE,MINAS GERAIS,23829.055,23245.28,23544.7,22697.474,25827.058,285578.321,27081.031,21316.439,24349.545,22658.367,23835.793,21760.828,25432.751
2177,QUEROSENE DE AVIAÇÃO (m3),2017,REGIÃO SUDESTE,ESPÍRITO SANTO,2654.32,2828.893,2390.123,2713.728,2849.85,2993.234,32983.242999999995,3025.716,2437.887,2972.715,2652.805,2902.809,2561.163
2178,QUEROSENE DE AVIAÇÃO (m3),2017,REGIÃO SUDESTE,RIO DE JANEIRO,88420.961,95885.74,93107.465,92590.309,92194.381,89970.835,94215.128,1095103.645,95224.784,84586.954,91648.581,87375.475,89883.032
2179,QUEROSENE DE AVIAÇÃO (m3),2017,REGIÃO SUDESTE,SÃO PAULO,229440.6,227724.954,248116.011,241219.118,228906.781,246646.228,241131.215,262499.224,2844014.8979999996,250945.855,211289.492,233808.751,222286.669
2180,QUEROSENE DE AVIAÇÃO (m3),2017,REGIÃO SUL,PARANÁ,14864.731,15408.906,15058.032,17299.086,16665.05,16439.662,16536.992,16984.387,16448.137,194831.254,17362.158,14778.534,16985.579
2181,QUEROSENE DE AVIAÇÃO (m3),2017,REGIÃO SUL,SANTA CATARINA,9501.256,7948.065,8330.292,7439.484,8269.15,8969.425,8849.437,8819.011,8869.329,11168.529,107736.42199999999,10510.908,9061.536
2182,QUEROSENE DE AVIAÇÃO (m3),2017,REGIÃO SUL,RIO GRANDE DO SUL,13620.837,16283.163,14178.08,14317.977,13842.936,16501.211,16892.135,16355.266,16525.058,17030.424,17079.618,187520.88599999997,14894.181
2183,QUEROSENE DE AVIAÇÃO (m3),2017,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,2348.748,1958.388,2870.954,2544.42,2841.511,2840.573,2683.868,2714.842,2693.607,2763.776,2578.104,2961.512,31800.302999999996
2184,QUEROSENE DE AVIAÇÃO (m3),2017,REGIÃO CENTRO-OESTE,MATO GROSSO,55436.571,4716.558,3921.18,4559.566,4465.793,4768.221,4351.506,4514.361,4312.973,4436.79,4848.967,5303.366,5237.29
2185,QUEROSENE DE AVIAÇÃO (m3),2017,REGIÃO CENTRO-OESTE,GOIÁS,5293.468,69133.42,5982.92,4974.99,5890.408,5522.403,6434.648,6267.125,6386.985,6383.444,5416.178,5590.379,4990.472
2186,QUEROSENE DE AVIAÇÃO (m3),2017,REGIÃO CENTRO-OESTE,DISTRITO FEDERAL,36389.477,37148.887,457401.91099999996,39249.213,31936.758,37491.25,33900.678,38732.76,38350.252,43067.294,41717.409,39487.556,39930.377
2187,QUEROSENE DE AVIAÇÃO (m3),2018,REGIÃO NORTE,RONDÔNIA,2652.819,2721.09,2859.566,30060.921,2821.661,1933.738,2411.465,2603.232,2571.772,2239.216,2604.973,2239.681,2401.708
2188,QUEROSENE DE AVIAÇÃO (m3),2018,REGIÃO NORTE,ACRE,948.718,1012.083,1031.085,1199.369,13243.797000000004,1058.648,931.995,1030.854,1123.822,1175.309,1080.097,1346.381,1305.436
2189,QUEROSENE DE AVIAÇÃO (m3),2018,REGIÃO NORTE,AMAZONAS,12181.798,12098.065,12493.356,12237.193,12218.443,139535.68699999998,11690.954,10094.322,11118.134,10158.142,11294.722,11480.028,12470.53
2190,QUEROSENE DE AVIAÇÃO (m3),2018,REGIÃO NORTE,RORAIMA,915.343,1067.153,1110.795,990.117,932.042,1098.841,11538.765,824.851,860.501,961.513,975.421,897.656,904.532
2191,QUEROSENE DE AVIAÇÃO (m3),2018,REGIÃO NORTE,PARÁ,10513.226,12272.67,10836.558,10086.276,10647.958,10092.532,12044.91,128850.188,11916.164,9456.8,10172.65,9581.153,11229.291
2192,QUEROSENE DE AVIAÇÃO (m3),2018,REGIÃO NORTE,AMAPÁ,545.718,558.362,621.348,613.724,462.158,551.204,560.62,714.142,6558.25,468.377,432.42,492.343,537.834
2193,QUEROSENE DE AVIAÇÃO (m3),2018,REGIÃO NORTE,TOCANTINS,567.122,588.374,477.216,747.869,605.467,613.352,720.961,681.576,843.077,7653.06,671.645,521.69,614.711
2194,QUEROSENE DE AVIAÇÃO (m3),2018,REGIÃO NORDESTE,MARANHÃO,4144.532,3778.161,3893.189,3790.106,4640.389,4187.375,3483.586,3676.24,3781.707,4241.109,48587.52100000001,5050.043,3921.084
2195,QUEROSENE DE AVIAÇÃO (m3),2018,REGIÃO NORDESTE,PIAUÍ,1554.101,1724.419,1538.491,1646.378,1589.203,1911.873,1598.808,1472.716,1585.609,1580.11,1925.507,20405.244000000002,2278.029
2196,QUEROSENE DE AVIAÇÃO (m3),2018,REGIÃO NORDESTE,CEARÁ,19947.445,14720.248,15615.841,15266.075,16646.435,17465.117,21192.272,21773.112,22508.165,22929.035,23636.069,26897.339,238597.153
2197,QUEROSENE DE AVIAÇÃO (m3),2018,REGIÃO NORDESTE,RIO GRANDE DO NORTE,92909.704,9122.727,6747.309,7014.043,6349.928,6477.67,6526.574,9583.291,7212.943,6599.907,7162.188,11002.956,9110.168
2198,QUEROSENE DE AVIAÇÃO (m3),2018,REGIÃO NORDESTE,PARAÍBA,5128.133,47973.621,5210.885,3762.175,3338.297,3199.071,3222.323,3879.004,4901.027,3769.469,3639.938,3864.421,4058.878
2199,QUEROSENE DE AVIAÇÃO (m3),2018,REGIÃO NORDESTE,PERNAMBUCO,24569.18,27417.414,304612.762,28992.268,23031.509,24914.688,23441.308,21220.82,25363.147,29603.168,26214.895,24508.154,25336.211
2200,QUEROSENE DE AVIAÇÃO (m3),2018,REGIÃO NORDESTE,ALAGOAS,4700.559,4696.42,5998.76,58087.405,6557.585,4531.465,4595.859,4253.253,3633.19,4240.899,5684.273,4693.916,4501.226
2201,QUEROSENE DE AVIAÇÃO (m3),2018,REGIÃO NORDESTE,SERGIPE,1830.158,1979.036,1980.097,2370.544,27454.602,3093.744,2380.165,2560.551,2485.787,1928.47,2046.657,2853.81,1945.583
2202,QUEROSENE DE AVIAÇÃO (m3),2018,REGIÃO NORDESTE,BAHIA,22309.952,22027.367,23892.011,23678.115,26485.388,276496.192,30409.981,22112.848,20673.094,19092.744,20071.13,20179.92,25563.642
2203,QUEROSENE DE AVIAÇÃO (m3),2018,REGIÃO SUDESTE,MINAS GERAIS,26922.317,25195.242,24398.306,23061.146,21748.908,24668.77,292922.1780000001,27520.96,22255.982,24720.221,24888.397,22865.133,24676.796
2204,QUEROSENE DE AVIAÇÃO (m3),2018,REGIÃO SUDESTE,ESPÍRITO SANTO,3006.786,3580.15,3550.87,3453.331,3729.955,3800.279,3748.563,38676.66700000001,3145.83,2494.96,2807.351,2857.09,2501.502
2205,QUEROSENE DE AVIAÇÃO (m3),2018,REGIÃO SUDESTE,RIO DE JANEIRO,93594.944,86116.434,91641.319,87334.162,87085.339,86662.195,83144.216,91120.793,1067517.7500000002,99233.609,85389.548,88707.888,87487.303
2206,QUEROSENE DE AVIAÇÃO (m3),2018,REGIÃO SUDESTE,SÃO PAULO,252961.459,265595.844,251234.102,280456.407,271211.17,263264.779,271114.689,263882.612,285410.78,3166281.4529999997,273015.615,231671.769,256462.227
2207,QUEROSENE DE AVIAÇÃO (m3),2018,REGIÃO SUL,PARANÁ,15838.262,16254.416,15939.702,14308.276,15621.724,15703.083,15469.046,16038.217,15016.766,16563.845,188910.986,17118.95,15038.699
2208,QUEROSENE DE AVIAÇÃO (m3),2018,REGIÃO SUL,SANTA CATARINA,10247.226,8914.862,7788.153,6350.846,6669.013,8133.974,8874.924,8269.827,8721.975,8282.094,10485.271,105453.59600000002,12715.431
2209,QUEROSENE DE AVIAÇÃO (m3),2018,REGIÃO SUL,RIO GRANDE DO SUL,17330.179,15479.391,16219.911,15902.358,15312.394,15497.165,16257.754,15577.982,15257.513,16414.052,15809.534,16752.629,191810.86200000002
2210,QUEROSENE DE AVIAÇÃO (m3),2018,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,33858.618,2752.786,2400.629,2944.696,3212.714,3210.97,2316.992,3053.198,2868.648,2477.055,2721.731,2775.802,3123.397
2211,QUEROSENE DE AVIAÇÃO (m3),2018,REGIÃO CENTRO-OESTE,MATO GROSSO,6136.229,63178.33499999999,5567.347,4117.884,5195.439,5366.287,4915.394,4816.999,5759.802,5111.511,4972.096,5597.378,5621.969
2212,QUEROSENE DE AVIAÇÃO (m3),2018,REGIÃO CENTRO-OESTE,GOIÁS,6180.173,6863.81,77482.501,5744.36,4871.336,5932.453,5924.665,5199.748,6878.12,7654.207,8006.981,7472.69,6753.958
2213,QUEROSENE DE AVIAÇÃO (m3),2018,REGIÃO CENTRO-OESTE,DISTRITO FEDERAL,39787.279,37983.523,40531.495,485549.334,41149.986,34252.926,39237.885,40167.256,36986.053,42509.97,47303.056,43576.526,42063.379
2214,QUEROSENE DE AVIAÇÃO (m3),2019,REGIÃO NORTE,RONDÔNIA,2295.207,2486.677,1909.01,2863.649,28848.858999999997,3305.224,2636.604,2698.492,2632.245,2339.467,1703.364,2092.485,1886.435
2215,QUEROSENE DE AVIAÇÃO (m3),2019,REGIÃO NORTE,ACRE,1153.461,1044.748,1156.578,1249.649,1205.986,13015.127999999999,1070.163,1018.219,978.769,1020.683,988.098,1042.613,1086.161
2216,QUEROSENE DE AVIAÇÃO (m3),2019,REGIÃO NORTE,AMAZONAS,12884.381,12208.106,12119.911,12922.446,12429.834,13320.446,145420.36899999998,12488.037,11131.057,12353.554,11045.669,11485.206,11031.722
2217,QUEROSENE DE AVIAÇÃO (m3),2019,REGIÃO NORTE,RORAIMA,975.208,1064.856,943.955,1053.716,1001.492,1069.83,1037.887,12321.166,936.645,966.045,1176.457,1068.749,1026.326
2218,QUEROSENE DE AVIAÇÃO (m3),2019,REGIÃO NORTE,PARÁ,9527.806,9405.065,10831.6,9612.3,10151.686,10474.427,10021.094,10943.433,121424.26100000001,11538.534,9806.622,9676.058,9435.636
2219,QUEROSENE DE AVIAÇÃO (m3),2019,REGIÃO NORTE,AMAPÁ,436.367,463.222,314.452,599.228,472.34,473.065,594.254,673.123,681.08,6200.281999999999,514.098,479.37,499.683
2220,QUEROSENE DE AVIAÇÃO (m3),2019,REGIÃO NORTE,TOCANTINS,643.709,559.88,519.637,484.81,646.794,474.051,617.737,700.426,624.398,689.241,7422.978000000001,833.605,628.69
2221,QUEROSENE DE AVIAÇÃO (m3),2019,REGIÃO NORDESTE,MARANHÃO,3522.775,3274.912,3306.92,3445.142,3448.485,4556.157,3494.551,3241.565,3529.468,3457.857,3804.557,43643.657999999996,4561.269
2222,QUEROSENE DE AVIAÇÃO (m3),2019,REGIÃO NORDESTE,PIAUÍ,1267.178,2008.181,1452.431,1414.939,1299.283,1299.09,1977.937,1784.617,1548.817,1640.149,1471.65,1924.063,19088.335
2223,QUEROSENE DE AVIAÇÃO (m3),2019,REGIÃO NORDESTE,CEARÁ,264905.15,27231.747,20744.192,22988.644,19484.263,18027.453,17962.204,21253.985,22798.201,22421.78,22665.625,22893.072,26433.984
2224,QUEROSENE DE AVIAÇÃO (m3),2019,REGIÃO NORDESTE,RIO GRANDE DO NORTE,7742.684,78869.42299999998,9076.048,6523.182,6510.202,5923.228,5751.308,5208.285,7329.651,6048.085,6140.91,6191.233,6424.607
2225,QUEROSENE DE AVIAÇÃO (m3),2019,REGIÃO NORDESTE,PARAÍBA,3511.28,4490.647,42482.92999999999,5485.293,3530.746,3736.05,3227.929,3063.918,3074.85,3599.413,2806.5,2850.425,3105.879
2226,QUEROSENE DE AVIAÇÃO (m3),2019,REGIÃO NORDESTE,PERNAMBUCO,26623.284,25290.707,28934.014,316652.43,29055.523,24128.994,26195.105,24696.389,24968.806,24842.504,29521.946,26180.748,26214.41
2227,QUEROSENE DE AVIAÇÃO (m3),2019,REGIÃO NORDESTE,ALAGOAS,4443.749,4520.661,4513.478,5833.244,56921.969,6373.12,4522.468,5033.359,4194.437,3632.909,3796.67,5766.19,4291.684
2228,QUEROSENE DE AVIAÇÃO (m3),2019,REGIÃO NORDESTE,SERGIPE,1597.327,1468.101,1494.229,2029.592,2464.086,21875.744,2500.812,1767.291,1772.382,1754.414,1534.183,1538.576,1954.751
2229,QUEROSENE DE AVIAÇÃO (m3),2019,REGIÃO NORDESTE,BAHIA,21161.022,18849.228,17979.799,18697.66,19472.574,23326.681,244268.32100000003,30631.83,22846.85,22471.7,18166.792,15328.116,15336.069
2230,QUEROSENE DE AVIAÇÃO (m3),2019,REGIÃO SUDESTE,MINAS GERAIS,23892.28,27934.222,23927.842,21482.533,22324.41,19983.722,23655.988,286980.971,28391.21,22787.815,24404.503,24351.964,23844.482
2231,QUEROSENE DE AVIAÇÃO (m3),2019,REGIÃO SUDESTE,ESPÍRITO SANTO,3449.88,2993.758,4363.147,3374.434,3052.002,2879.644,2822.659,3350.467,39851.113999999994,3770.788,3161.834,3135.367,3497.134
2232,QUEROSENE DE AVIAÇÃO (m3),2019,REGIÃO SUDESTE,RIO DE JANEIRO,72325.799,75037.439,71990.374,82413.609,76892.903,74509.128,78018.938,73094.138,82346.781,944667.246,95639.484,78437.309,83961.344
2233,QUEROSENE DE AVIAÇÃO (m3),2019,REGIÃO SUDESTE,SÃO PAULO,272209.409,255267.452,255645.165,241147.402,270215.543,266427.74,268774.252,279574.173,279739.055,291432.056,3226147.18,291657.348,254057.585
2234,QUEROSENE DE AVIAÇÃO (m3),2019,REGIÃO SUL,PARANÁ,15456.316,15887.196,15769.779,14635.135,13911.222,16005.079,14274.347,11829.028,11987.3,13304.413,14024.445,174130.18699999998,17045.927
2235,QUEROSENE DE AVIAÇÃO (m3),2019,REGIÃO SUL,SANTA CATARINA,12958.782,9552.708,9187.025,8601.303,6738.089,6999.187,7409.006,7149.358,5259.026,5100.698,4508.713,6216.495,89680.39
2236,QUEROSENE DE AVIAÇÃO (m3),2019,REGIÃO SUL,RIO GRANDE DO SUL,173428.728,16586.291,15677.156,15867.114,14754.2,13602.755,14487.292,15572.893,15559.838,12804.658,12023.129,12264.738,14228.664
2237,QUEROSENE DE AVIAÇÃO (m3),2019,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,2435.238,31732.421000000002,3199.801,2479.085,2708.312,2779.304,3130.218,2362.143,2666.763,2817.639,2381.112,2549.573,2223.233
2238,QUEROSENE DE AVIAÇÃO (m3),2019,REGIÃO CENTRO-OESTE,MATO GROSSO,4660.954,4966.479,63026.94700000001,6502.563,5291.162,5744.391,5767.104,5516.083,4755.502,5459.72,5439.444,4428.37,4495.175
2239,QUEROSENE DE AVIAÇÃO (m3),2019,REGIÃO CENTRO-OESTE,GOIÁS,5268.905,4785.634,5790.337,76598.04200000002,7100.702,6121.793,6524.004,6310.881,6873.589,6748.576,8090.073,7243.847,5739.701
2240,QUEROSENE DE AVIAÇÃO (m3),2019,REGIÃO CENTRO-OESTE,DISTRITO FEDERAL,36943.808,36999.584,36886.083,36222.377,450842.167,40499.969,34142.522,38457.294,36026.908,37914.296,36571.728,42287.171,37890.427
2241,QUEROSENE DE AVIAÇÃO (m3),2020,REGIÃO NORTE,RONDÔNIA,918.254,1454.012,,,,14913.537000000002,2855.958,2583.62,2531.122,1381.835,1081.69,1030.182,1076.864
2242,QUEROSENE DE AVIAÇÃO (m3),2020,REGIÃO NORTE,ACRE,346.835,443.453,574.173,,,,5279.938999999999,1324.798,1302.364,907.492,103.344,143.326,134.154
2243,QUEROSENE DE AVIAÇÃO (m3),2020,REGIÃO NORTE,AMAZONAS,5439.13,6667.767,7582.644,8723.535,,,,73057.741,13707.576,11986.504,10622.423,3652.861,4675.301
2244,QUEROSENE DE AVIAÇÃO (m3),2020,REGIÃO NORTE,RORAIMA,421.538,662.565,648.912,631.744,751.979,,,,6745.027,1118.617,1024.466,957.104,528.102
2245,QUEROSENE DE AVIAÇÃO (m3),2020,REGIÃO NORTE,PARÁ,1969.105,2471.306,3058.039,3652.365,5054.037,5934.008,,,,49246.458,10988.106,9109.618,7009.874
2246,QUEROSENE DE AVIAÇÃO (m3),2020,REGIÃO NORTE,AMAPÁ,457.745,185.704,148.192,212.758,270.385,326.814,395.386,,,,3201.495,645.488,559.023
2247,QUEROSENE DE AVIAÇÃO (m3),2020,REGIÃO NORTE,TOCANTINS,651.037,433.721,67.282,72.222,100.356,208.862,254.117,294.615,,,,2832.0159999999996,749.804
2248,QUEROSENE DE AVIAÇÃO (m3),2020,REGIÃO NORDESTE,MARANHÃO,4304.651,3300.367,2428.966,686.203,615.876,721.677,1331.073,1347.369,1659.58,,,,16395.762000000002
2249,QUEROSENE DE AVIAÇÃO (m3),2020,REGIÃO NORDESTE,PIAUÍ,7880.891,2047.907,1560.745,1173.501,233.087,336.026,479.225,535.808,649.36,865.232,,,
2250,QUEROSENE DE AVIAÇÃO (m3),2020,REGIÃO NORDESTE,CEARÁ,,90033.578,27161.761,21736.2,16037.455,1984.414,2637.605,4017.009,5242.995,5988.483,5227.656,,
2251,QUEROSENE DE AVIAÇÃO (m3),2020,REGIÃO NORDESTE,RIO GRANDE DO NORTE,,,28360.577,8938.764,6731.574,4828.982,915.214,839.462,1107.415,1313.664,1530.499,2155.003,
2252,QUEROSENE DE AVIAÇÃO (m3),2020,REGIÃO NORDESTE,PARAÍBA,,,,15913.003999999999,4919.043,3655.163,2774.605,255.118,275.264,584.002,890.802,1209.196,1349.811
2253,QUEROSENE DE AVIAÇÃO (m3),2020,REGIÃO NORDESTE,PERNAMBUCO,12224.925,,,,123696.12900000002,31154.955,27099.4,19443.106,3630.962,4783.523,6662.152,8372.117,10324.989
2254,QUEROSENE DE AVIAÇÃO (m3),2020,REGIÃO NORDESTE,ALAGOAS,1153.662,1546.625,,,,21255.109,7548.019,5510.369,3706.414,334.019,346.414,383.047,726.54
2255,QUEROSENE DE AVIAÇÃO (m3),2020,REGIÃO NORDESTE,SERGIPE,398.627,640.927,740.476,,,,8630.558,2896.854,2136.648,1237.538,105.573,137.818,336.097
2256,QUEROSENE DE AVIAÇÃO (m3),2020,REGIÃO NORDESTE,BAHIA,2595.614,3220.365,3604.32,5710.972,,,,87817.367,29156.607,23230.672,15213.29,2320.044,2765.483
2257,QUEROSENE DE AVIAÇÃO (m3),2020,REGIÃO SUDESTE,MINAS GERAIS,3248.067,2880.162,4410.283,6247.24,7156.387,,,,88147.802,24893.309,20651.175,15605.877,3055.302
2258,QUEROSENE DE AVIAÇÃO (m3),2020,REGIÃO SUDESTE,ESPÍRITO SANTO,388.58,570.302,635.136,890.838,995.04,1060.849,,,,12978.161999999998,3484.613,2993.223,1959.581
2259,QUEROSENE DE AVIAÇÃO (m3),2020,REGIÃO SUDESTE,RIO DE JANEIRO,56382.98,6475.675,8349.269,10910.188,15371.471,18356.857,21763.005,,,,304186.821,89050.61,77526.766
2260,QUEROSENE DE AVIAÇÃO (m3),2020,REGIÃO SUDESTE,SÃO PAULO,261023.583,206452.301,45243.359,56698.642,72329.097,90893.369,103756.488,118612.728,,,,1246022.744,291013.177
2261,QUEROSENE DE AVIAÇÃO (m3),2020,REGIÃO SUL,PARANÁ,16079.132,14928.668,10991.011,1954.777,2763.216,2634.14,2554.635,2788.668,3403.569,,,,58097.816000000006
2262,QUEROSENE DE AVIAÇÃO (m3),2020,REGIÃO SUL,SANTA CATARINA,21630.022999999997,7265.841,6208.069,3449.903,284.334,686.553,727.826,842.946,952.711,1211.84,,,
2263,QUEROSENE DE AVIAÇÃO (m3),2020,REGIÃO SUL,RIO GRANDE DO SUL,,48141.32300000001,14749.906,12950.11,6672.853,2845.567,1519.49,2046.442,2202.226,2259.307,2895.422,,
2264,QUEROSENE DE AVIAÇÃO (m3),2020,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,,,9591.604,2410.297,2186.898,1477.736,527.15,600.918,472.438,510.648,635.631,769.888,
2265,QUEROSENE DE AVIAÇÃO (m3),2020,REGIÃO CENTRO-OESTE,MATO GROSSO,,,,21929.997000000003,4915.345,4320.743,3920.404,605.237,981.627,1144.09,1450.384,2202.61,2389.557
2266,QUEROSENE DE AVIAÇÃO (m3),2020,REGIÃO CENTRO-OESTE,GOIÁS,2828.971,,,,31705.599000000002,6496.123,5927.929,4931.057,1869.393,2309.191,2208.771,2506.212,2627.952
2267,QUEROSENE DE AVIAÇÃO (m3),2020,REGIÃO CENTRO-OESTE,DISTRITO FEDERAL,13226.578,18803.28,,,,143961.139,37122.458,31368.554,24416.98,2961.695,3440.484,4492.348,8128.762
2268,ÓLEO DIESEL (m3),2000,REGIÃO NORTE,RONDÔNIA,64975.906,61739.21,64759.399,61738.477,52986.687,52157.145,657895.696,47445.936,50347.051,34365.553,52298.993,57181.081,57900.258
2269,ÓLEO DIESEL (m3),2000,REGIÃO NORTE,ACRE,17949.431,17466.252,19173.873,19504.944,19959.934,19348.662,18795.936,219041.256,18025.337,18335.532,16654.477,15145.858,18681.02
2270,ÓLEO DIESEL (m3),2000,REGIÃO NORTE,AMAZONAS,43864.735,35125.34,34681.494,36086.485,37845.686,37770.378,38299.214,34028.685,485952.774,50004.659,48091.068,48296.69,41858.34
2271,ÓLEO DIESEL (m3),2000,REGIÃO NORTE,RORAIMA,21278.392,13844.521,5635.816,5413.226,6234.8,7418.254,7141.708,7290.2,7311.179,124493.882,13675.733,13271.847,15978.206
2272,ÓLEO DIESEL (m3),2000,REGIÃO NORTE,PARÁ,72641.028,72608.689,83180.82,93601.929,91214.34,102472.056,97621.893,98648.355,101104.035,91066.545,1069487.073,78637.609,86689.774
2273,ÓLEO DIESEL (m3),2000,REGIÃO NORTE,AMAPÁ,10127.44,11589.354,10263.32,10841.37,11347.39,10861.478,10257.58,10140.95,12502.7,13194.85,12767.2,136085.067,12191.435
2274,ÓLEO DIESEL (m3),2000,REGIÃO NORTE,TOCANTINS,26250.62,27309.824,24847.765,25427.129,28248.445,30740.125,28623.969,32681.757,31126.5,32609.425,31564.797,28258.538,347688.89400000003
2275,ÓLEO DIESEL (m3),2000,REGIÃO NORDESTE,MARANHÃO,628418.721,46337.618,47762.196,45887.571,44513.438,51793.296,53829.586,53355.001,58632.358,55928.891,56497.41,58165.937,55715.419
2276,ÓLEO DIESEL (m3),2000,REGIÃO NORDESTE,PIAUÍ,22113.495,248213.12899999996,19028.163,21128.669,18623.92,17709.408,20693.269,21157.668,20319.186,22527.36,22482.56,21245.62,21183.811
2277,ÓLEO DIESEL (m3),2000,REGIÃO NORDESTE,CEARÁ,48018.777,47958.874,542097.057,45078.541,44640.791,39195.662,39383.521,43337.487,47174.794,44297.308,47834.298,48252.701,46924.303
2278,ÓLEO DIESEL (m3),2000,REGIÃO NORDESTE,RIO GRANDE DO NORTE,27892.745,28505.318,29365.962,323762.58100000006,28048.25,29456.75,26106.1,25352.8,28362.87,24108.75,23160.65,26646.52,26755.866
2279,ÓLEO DIESEL (m3),2000,REGIÃO NORDESTE,PARAÍBA,21421.792,23474.29,24206.92,24297.878,259004.236,23442.5,23480.176,20282.7,20395.904,22074.15,18806.85,16684.176,20436.9
2280,ÓLEO DIESEL (m3),2000,REGIÃO NORDESTE,PERNAMBUCO,62247.359,64157.348,67176.817,72189.973,74828.313,793404.456,69053.248,74299.069,65640.082,62214.252,66759.688,60890.958,53947.349
2281,ÓLEO DIESEL (m3),2000,REGIÃO NORDESTE,ALAGOAS,17532.32,20157.0,21694.499,28147.966,31551.252,32328.642,288319.19000000006,26579.8,27261.451,24085.378,20769.732,20075.7,18135.45
2282,ÓLEO DIESEL (m3),2000,REGIÃO NORDESTE,SERGIPE,17612.089,16523.897,18253.929,17513.996,18268.758,18617.35,18610.488,216152.54200000002,17465.616,19029.832,18534.128,17184.81,18537.649
2283,ÓLEO DIESEL (m3),2000,REGIÃO NORDESTE,BAHIA,155890.222,161229.277,151629.061,171499.797,161424.809,165131.901,161152.301,150803.242,1892683.4170000004,147901.953,168725.125,148222.01,149073.719
2284,ÓLEO DIESEL (m3),2000,REGIÃO SUDESTE,MINAS GERAIS,355990.573,372540.499,385705.935,363226.31,395876.552,382603.04,396359.209,376010.837,347685.371,4379725.125,314501.824,342265.747,346959.228
2285,ÓLEO DIESEL (m3),2000,REGIÃO SUDESTE,ESPÍRITO SANTO,55510.873,54158.447,55882.902,60983.008,54637.758,61223.179,56785.785,59786.564,58420.415,60179.796,688037.587,53431.853,57037.007
2286,ÓLEO DIESEL (m3),2000,REGIÃO SUDESTE,RIO DE JANEIRO,162956.686,152770.841,161453.488,156014.551,178351.66,158246.747,186485.743,169691.557,179912.981,173522.472,178892.595,2009407.788,151108.467
2287,ÓLEO DIESEL (m3),2000,REGIÃO SUDESTE,SÃO PAULO,594406.648,671903.264,647752.548,663193.902,703252.142,764294.471,708981.487,808063.297,744625.252,779108.923,729760.609,675934.877,8491277.42
2288,ÓLEO DIESEL (m3),2000,REGIÃO SUL,PARANÁ,3031778.905,201503.126,237508.748,274807.09,274020.043,250320.015,273576.03,246803.838,271591.111,246291.715,267572.358,261219.803,226565.028
2289,ÓLEO DIESEL (m3),2000,REGIÃO SUL,SANTA CATARINA,123744.119,1533381.1469999999,112032.468,125822.926,128508.097,128595.034,130190.962,133610.562,123683.662,137854.215,123004.073,131587.048,134747.981
2290,ÓLEO DIESEL (m3),2000,REGIÃO SUL,RIO GRANDE DO SUL,258530.893,206370.606,2575431.6040000007,191977.095,212424.815,205379.94,225537.658,223978.421,223283.991,190840.184,219900.59,195694.161,221513.25
2291,ÓLEO DIESEL (m3),2000,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,88271.839,83793.15,66329.412,940236.096,60078.234,74963.052,80929.447,80658.787,73922.654,82638.741,76881.787,85907.671,85861.322
2292,ÓLEO DIESEL (m3),2000,REGIÃO CENTRO-OESTE,MATO GROSSO,140632.926,144692.993,134729.233,98805.865,1595391.3420000002,103352.364,129045.77,140906.429,138921.684,132113.953,150607.566,138161.998,143420.561
2293,ÓLEO DIESEL (m3),2000,REGIÃO CENTRO-OESTE,GOIÁS,121537.804,126484.011,124086.727,118326.569,101292.136,1333147.6979999999,87944.946,101610.021,106700.403,107564.004,108798.652,117324.262,111478.163
2294,ÓLEO DIESEL (m3),2000,REGIÃO CENTRO-OESTE,DISTRITO FEDERAL,28778.731,34207.579,31098.802,32876.872,29954.751,29831.24,340749.46799999994,23310.896,25967.743,24590.674,24975.963,27224.597,27931.62
2295,ÓLEO DIESEL (m3),2001,REGIÃO NORTE,RONDÔNIA,49351.594,58764.957,64218.112,58384.106,64367.733,58137.624,42121.972,596031.7999999999,42405.269,30995.293,38061.666,37767.702,51455.772
2296,ÓLEO DIESEL (m3),2001,REGIÃO NORTE,ACRE,20051.914,18046.082,19755.937,21717.299,19918.274,21209.431,20826.092,17372.751,233654.264,20061.482,16448.648,20858.513,17387.841
